,Assists,xA,xG,Goals_Scored,Minutes,Own_Goals,Penalites_Missed,Red_Cards,Points,Yellow_Cards,Firstname,Lastname,Fixture_Rating,Delta_Goals,Delta_Assists,Next_Points,Running_Assists,Running_xA,Running_xG,Running_Goals_Scored,Running_Minutes,Running_Own_Goals,Running_Penalites_Missed,Running_Red_Cards,Running_Points,Running_Yellow_Cards,Running_Fixture_Rating,Running_Delta_Goals,Running_Delta_Assists,Running_Next_Points
6,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,4,0.0,0.0,1.0,0.0,0.0075,0.0,0.0,2.25,0.0,0.0,0.0,0.25,0.0,3.75,0.0,-0.0075,0.25
7,0,0.0,0.16,0,12,0,0,0,1,0,Rodrigo,Muniz,2,-0.16,0.0,0.0,0.0,0.0,0.04,0.0,3.0,0.0,0.0,0.0,0.25,0.0,3.0,-0.04,0.0,0.25
8,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,3.0,0.0,0.0,0.0,0.25,0.0,3.75,-0.04,0.0,0.25
9,0,0.0,0.12,0,32,0,0,0,0,1,Rodrigo,Muniz,3,-0.12,0.0,2.0,0.0,0.0,0.07,0.0,11.0,0.0,0.0,0.0,0.25,0.25,3.5,-0.07,0.0,0.75
10,0,0.01,0.07,0,75,0,0,0,2,0,Rodrigo,Muniz,4,-0.07,-0.01,0.0,0.0,0.0025,0.0875,0.0,29.75,0.0,0.0,0.0,0.75,0.25,3.5,-0.0875,-0.0025,0.5
11,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,5,0.0,0.0,0.0,0.0,0.0025,0.0475,0.0,26.75,0.0,0.0,0.0,0.5,0.25,4.25,-0.0475,-0.0025,0.5
12,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,3,0.0,0.0,0.0,0.0,0.0025,0.0475,0.0,26.75,0.0,0.0,0.0,0.5,0.25,3.75,-0.0475,-0.0025,0.5
13,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,5,0.0,0.0,0.0,0.0,0.0025,0.0175,0.0,18.75,0.0,0.0,0.0,0.5,0.0,4.25,-0.0175,-0.0025,0.0
14,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0
15,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.25
16,0,0.0,0.09,0,29,0,0,0,1,0,Rodrigo,Muniz,4,-0.09,0.0,2.0,0.0,0.0,0.0225,0.0,7.25,0.0,0.0,0.0,0.25,0.0,3.75,-0.0225,0.0,0.75
17,0,0.08,0.14,0,63,0,0,0,2,0,Rodrigo,Muniz,2,-0.14,-0.08,2.0,0.0,0.02,0.0575,0.0,23.0,0.0,0.0,0.0,0.75,0.0,3.0,-0.0575,-0.02,1.25
18,0,0.03,0.16,0,90,0,0,0,2,0,Rodrigo,Muniz,3,-0.16,-0.03,0.0,0.0,0.0275,0.0975,0.0,45.5,0.0,0.0,0.0,1.25,0.0,3.25,-0.0975,-0.0275,1.25
19,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,5,0.0,0.0,1.0,0.0,0.0275,0.0975,0.0,45.5,0.0,0.0,0.0,1.25,0.0,3.5,-0.0975,-0.0275,1.25
20,0,0.12,0.0,0,8,0,0,0,1,0,Rodrigo,Muniz,4,0.0,-0.12,1.0,0.0,0.057499999999999996,0.07500000000000001,0.0,40.25,0.0,0.0,0.0,1.25,0.0,3.5,-0.07500000000000001,-0.057499999999999996,1.0
21,0,0.01,0.23,0,45,0,0,0,1,0,Rodrigo,Muniz,3,-0.23,-0.01,8.0,0.0,0.039999999999999994,0.0975,0.0,35.75,0.0,0.0,0.0,1.0,0.0,3.75,-0.0975,-0.039999999999999994,2.5
22,0,0.08,0.14,1,73,0,0,0,8,0,Rodrigo,Muniz,2,0.86,-0.08,13.0,0.0,0.052500000000000005,0.0925,0.25,31.5,0.0,0.0,0.0,2.5,0.0,3.5,0.1575,-0.052500000000000005,5.75
23,0,0.0,0.88,2,74,0,0,0,13,0,Rodrigo,Muniz,3,1.12,0.0,8.0,0.0,0.052500000000000005,0.3125,0.75,50.0,0.0,0.0,0.0,5.75,0.0,3.0,0.4375,-0.052500000000000005,7.5
24,0,0.21,0.58,1,90,0,0,0,8,0,Rodrigo,Muniz,5,0.42000000000000004,-0.21,2.0,0.0,0.075,0.4575,1.0,70.5,0.0,0.0,0.0,7.5,0.0,3.25,0.5425,-0.075,7.75
25,0,0.02,0.35,0,90,0,0,0,2,0,Rodrigo,Muniz,4,-0.35,-0.02,11.0,0.0,0.0775,0.4875,1.0,81.75,0.0,0.0,0.0,7.75,0.0,3.5,0.5125,-0.0775,8.5
26,1,0.2,0.11,1,83,0,0,0,11,0,Rodrigo,Muniz,3,0.89,0.8,2.0,0.25,0.1075,0.48,1.0,84.25,0.0,0.0,0.0,8.5,0.0,3.75,0.52,0.14250000000000002,5.75
27,0,0.0,0.58,0,90,0,0,0,2,0,Rodrigo,Muniz,3,-0.58,0.0,13.0,0.25,0.1075,0.40499999999999997,0.5,88.25,0.0,0.0,0.0,5.75,0.0,3.75,0.09500000000000003,0.14250000000000002,7.0
28,0,0.0,1.42,2,63,0,0,0,13,0,Rodrigo,Muniz,5,0.5800000000000001,0.0,6.0,0.25,0.055,0.615,0.75,81.5,0.0,0.0,0.0,7.0,0.0,3.75,0.13500000000000004,0.195,8.0
29,0,0.03,0.57,1,90,0,0,0,6,0,Rodrigo,Muniz,2,0.43000000000000005,-0.03,2.0,0.25,0.0575,0.6699999999999999,1.0,81.5,0.0,0.0,0.0,8.0,0.0,3.25,0.33000000000000007,0.1925,5.75
30,0,0.01,0.41,0,90,0,0,0,2,0,Rodrigo,Muniz,2,-0.41,-0.01,2.0,0.0,0.01,0.745,0.75,83.25,0.0,0.0,0.0,5.75,0.0,3.0,0.005000000000000046,-0.01,5.75
31,0,0.02,0.54,0,85,0,0,0,2,0,Rodrigo,Muniz,4,-0.54,-0.02,2.0,0.0,0.015,0.735,0.75,82.0,0.0,0.0,0.0,5.75,0.0,3.25,0.015000000000000013,-0.015,3.0
32,0,0.04,0.78,0,90,0,0,0,2,0,Rodrigo,Muniz,4,-0.78,-0.04,5.0,0.0,0.025,0.575,0.25,88.75,0.0,0.0,0.0,3.0,0.0,3.0,-0.32499999999999996,-0.025,2.75
33,1,0.02,0.48,0,90,0,0,0,5,0,Rodrigo,Muniz,5,-0.48,0.98,6.0,0.25,0.0225,0.5525,0.0,88.75,0.0,0.0,0.0,2.75,0.0,3.75,-0.5525,0.22749999999999998,3.75
34,0,0.02,0.71,1,84,0,0,0,6,0,Rodrigo,Muniz,4,0.29000000000000004,-0.02,2.0,0.25,0.025,0.6275,0.25,87.25,0.0,0.0,0.0,3.75,0.0,4.25,-0.37749999999999995,0.22499999999999998,3.75
35,0,0.01,0.12,0,63,0,0,0,2,0,Rodrigo,Muniz,2,-0.12,-0.01,2.0,0.25,0.0225,0.5225,0.25,81.75,0.0,0.0,0.0,3.75,0.0,3.75,-0.27249999999999996,0.22749999999999998,3.75
36,0,0.0,0.12,0,66,0,0,0,2,0,Rodrigo,Muniz,5,-0.12,0.0,1.0,0.25,0.0125,0.3575,0.25,75.75,0.0,0.0,0.0,3.75,0.0,4.0,-0.10749999999999996,0.23749999999999996,2.75
37,0,0.0,0.0,0,1,0,0,0,1,0,Rodrigo,Muniz,2,0.0,0.0,,0.0,0.0075,0.2375,0.25,53.5,0.0,0.0,0.0,2.75,0.0,3.25,0.012500000000000039,-0.0075000000000000275,1.6666666666666667
0,0,0.05,0.24,1,71,0,0,0,9,0,Yoane,Wissa,5,0.76,-0.05,11.0,0.0,0.05,0.24,1.0,71.0,0.0,0.0,0.0,9.0,0.0,5.0,0.76,-0.05,11.0
1,1,0.02,1.43,1,78,0,0,0,11,0,Yoane,Wissa,3,-0.42999999999999994,0.98,2.0,0.5,0.035,0.835,1.0,74.5,0.0,0.0,0.0,10.0,0.0,4.0,0.16500000000000004,0.46499999999999997,6.5
2,0,0.0,0.27,0,90,0,0,0,2,0,Yoane,Wissa,4,-0.27,0.0,2.0,0.3333333333333333,0.023333333333333334,0.6466666666666666,0.6666666666666666,79.66666666666667,0.0,0.0,0.0,7.333333333333333,0.0,4.0,0.020000000000000018,0.31,5.0
3,0,0.01,0.52,0,90,0,0,0,2,0,Yoane,Wissa,3,-0.52,-0.01,1.0,0.25,0.02,0.615,0.5,82.25,0.0,0.0,0.0,6.0,0.0,3.75,-0.11499999999999999,0.22999999999999998,4.0
4,0,0.06,0.3,0,90,0,0,0,1,1,Yoane,Wissa,4,-0.3,-0.06,2.0,0.25,0.0225,0.6299999999999999,0.25,87.0,0.0,0.0,0.0,4.0,0.25,3.5,-0.38,0.2275,1.75
5,0,0.02,0.05,0,90,0,0,0,2,0,Yoane,Wissa,3,-0.05,-0.02,2.0,0.0,0.0225,0.28500000000000003,0.0,90.0,0.0,0.0,0.0,1.75,0.25,3.5,-0.28500000000000003,-0.0225,1.75
6,0,0.01,0.37,0,90,0,0,0,2,0,Yoane,Wissa,2,-0.37,-0.01,5.0,0.0,0.024999999999999998,0.31,0.0,90.0,0.0,0.0,0.0,1.75,0.25,3.0,-0.31,-0.025,2.5
7,1,0.02,0.06,0,69,0,0,0,5,0,Yoane,Wissa,4,-0.06,0.98,8.0,0.25,0.0275,0.195,0.0,84.75,0.0,0.0,0.0,2.5,0.25,3.25,-0.195,0.2225,4.25
8,0,0.02,1.2,1,90,0,0,0,8,0,Yoane,Wissa,2,-0.19999999999999996,-0.02,2.0,0.25,0.0175,0.42,0.25,84.75,0.0,0.0,0.0,4.25,0.0,2.75,-0.16999999999999998,0.2325,4.25
9,0,0.01,0.0,0,75,0,0,0,2,0,Yoane,Wissa,4,0.0,-0.01,2.0,0.25,0.015,0.4075,0.25,81.0,0.0,0.0,0.0,4.25,0.0,3.0,-0.15749999999999997,0.235,4.25
10,0,0.02,0.1,0,88,0,0,0,2,0,Yoane,Wissa,4,-0.1,-0.02,2.0,0.25,0.0175,0.34,0.25,80.5,0.0,0.0,0.0,4.25,0.0,3.5,-0.09,0.23249999999999998,3.5
11,0,0.01,0.14,0,71,0,0,0,2,0,Yoane,Wissa,5,-0.14,-0.01,2.0,0.0,0.015000000000000001,0.36,0.25,81.0,0.0,0.0,0.0,3.5,0.0,3.75,-0.10999999999999999,-0.015000000000000001,2.0
12,0,0.12,0.35,0,71,0,0,0,2,0,Yoane,Wissa,5,-0.35,-0.12,2.0,0.0,0.04,0.1475,0.0,76.25,0.0,0.0,0.0,2.0,0.0,4.5,-0.1475,-0.04,2.0
13,0,0.11,0.08,0,90,0,0,0,2,0,Yoane,Wissa,2,-0.08,-0.11,0.0,0.0,0.065,0.16749999999999998,0.0,80.0,0.0,0.0,0.0,2.0,0.0,4.0,-0.16749999999999998,-0.065,1.5
14,0,0.0,0.09,0,50,0,0,0,0,1,Yoane,Wissa,3,-0.09,0.0,2.0,0.0,0.06,0.165,0.0,70.5,0.0,0.0,0.0,1.5,0.25,3.75,-0.165,-0.06,1.5
15,0,0.0,0.15,0,90,0,0,0,2,0,Yoane,Wissa,2,-0.15,0.0,2.0,0.0,0.057499999999999996,0.16749999999999998,0.0,75.25,0.0,0.0,0.0,1.5,0.25,3.0,-0.16749999999999998,-0.057499999999999996,1.5
16,0,0.01,0.18,0,75,0,0,0,2,0,Yoane,Wissa,5,-0.18,-0.01,7.0,0.0,0.03,0.125,0.0,76.25,0.0,0.0,0.0,1.5,0.25,3.0,-0.125,-0.03,2.75
17,0,0.59,0.27,1,85,0,0,0,7,0,Yoane,Wissa,3,0.73,-0.59,2.0,0.0,0.15,0.1725,0.25,75.0,0.0,0.0,0.0,2.75,0.25,3.25,0.0775,-0.15,3.25
18,0,0.02,0.6,0,90,0,0,0,2,0,Yoane,Wissa,4,-0.6,-0.02,0.0,0.0,0.155,0.30000000000000004,0.25,85.0,0.0,0.0,0.0,3.25,0.0,3.5,-0.05,-0.155,2.75
19,0,0.0,0.0,0,0,0,0,0,0,0,Yoane,Wissa,2,0.0,0.0,0.0,0.0,0.155,0.26250000000000007,0.25,62.5,0.0,0.0,0.0,2.75,0.0,3.5,-0.012499999999999997,-0.155,2.25
20,0,0.0,0.0,0,0,0,0,0,0,0,Yoane,Wissa,5,0.0,0.0,0.0,0.0,0.1525,0.2175,0.25,43.75,0.0,0.0,0.0,2.25,0.0,3.5,0.0325,-0.1525,0.5
21,0,0.0,0.0,0,0,0,0,0,0,0,Yoane,Wissa,5,0.0,0.0,0.0,0.0,0.005,0.15000000000000002,0.0,22.5,0.0,0.0,0.0,0.5,0.0,4.0,-0.15,-0.005,0.0
22,0,0.0,0.0,0,0,0,0,0,0,0,Yoane,Wissa,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.25
23,0,0.11,0.0,0,27,0,0,0,1,0,Yoane,Wissa,5,0.0,-0.11,1.0,0.0,0.0275,0.0,0.0,6.75,0.0,0.0,0.0,0.25,0.0,4.5,0.0,-0.0275,0.5
24,0,0.13,0.0,0,67,0,0,0,1,1,Yoane,Wissa,5,0.0,-0.13,5.0,0.0,0.06,0.0,0.0,23.5,0.0,0.0,0.0,0.5,0.25,4.5,0.0,-0.06,1.75
25,0,0.01,0.08,1,17,0,0,0,5,0,Yoane,Wissa,4,0.92,-0.01,6.0,0.0,0.0625,0.02,0.25,27.75,0.0,0.0,0.0,1.75,0.25,4.25,0.23,-0.0625,3.25
26,0,0.02,0.7,1,86,0,0,0,6,0,Yoane,Wissa,4,0.30000000000000004,-0.02,5.0,0.0,0.0675,0.19499999999999998,0.5,49.25,0.0,0.0,0.0,3.25,0.25,4.5,0.30500000000000005,-0.0675,4.25
27,0,0.02,0.4,1,77,0,0,0,5,1,Yoane,Wissa,5,0.6,-0.02,2.0,0.0,0.045,0.295,0.75,61.75,0.0,0.0,0.0,4.25,0.5,4.5,0.455,-0.045,4.5
28,0,0.02,0.41,0,78,0,0,0,2,0,Yoane,Wissa,2,-0.41,-0.02,1.0,0.0,0.0175,0.39749999999999996,0.75,64.5,0.0,0.0,0.0,4.5,0.25,3.75,0.35250000000000004,-0.0175,3.5
29,0,0.05,0.45,0,70,0,0,0,1,1,Yoane,Wissa,4,-0.45,-0.05,2.0,0.0,0.0275,0.49,0.5,77.75,0.0,0.0,0.0,3.5,0.5,3.75,0.010000000000000009,-0.0275,2.5
30,0,0.01,0.12,0,72,0,0,0,2,0,Yoane,Wissa,3,-0.12,-0.01,5.0,0.0,0.024999999999999998,0.34500000000000003,0.25,74.25,0.0,0.0,0.0,2.5,0.5,3.5,-0.095,-0.024999999999999998,2.5
31,0,0.01,0.68,1,80,0,0,0,5,1,Yoane,Wissa,5,0.31999999999999995,-0.01,2.0,0.0,0.022500000000000003,0.41500000000000004,0.25,75.0,0.0,0.0,0.0,2.5,0.5,3.5,-0.165,-0.022500000000000003,2.5
32,0,0.01,0.07,0,89,0,0,0,2,0,Yoane,Wissa,2,-0.07,-0.01,13.0,0.0,0.02,0.33,0.25,77.75,0.0,0.0,0.0,2.5,0.5,3.5,-0.08000000000000002,-0.02,5.5
33,0,0.1,0.65,2,81,0,0,0,13,0,Yoane,Wissa,2,1.35,-0.1,2.0,0.0,0.0325,0.38,0.75,80.5,0.0,0.0,0.0,5.5,0.25,3.0,0.37,-0.0325,5.5
34,0,0.01,0.0,0,67,0,0,0,2,0,Yoane,Wissa,3,0.0,-0.01,1.0,0.0,0.0325,0.35,0.75,79.25,0.0,0.0,0.0,5.5,0.25,3.0,0.4,-0.0325,4.5
35,0,0.05,0.0,0,24,0,0,0,1,0,Yoane,Wissa,3,0.0,-0.05,11.0,0.0,0.0425,0.18000000000000002,0.5,65.25,0.0,0.0,0.0,4.5,0.0,2.5,0.32,-0.0425,6.75
36,1,0.07,0.23,1,27,0,0,0,11,0,Yoane,Wissa,3,0.77,0.9299999999999999,9.0,0.25,0.0575,0.22000000000000003,0.75,49.75,0.0,0.0,0.0,6.75,0.0,2.75,0.53,0.19249999999999998,5.75
37,1,0.1,0.35,1,83,0,0,0,9,1,Yoane,Wissa,4,0.65,0.9,,0.5,0.0575,0.145,0.5,50.25,0.0,0.0,0.0,5.75,0.25,3.25,0.355,0.4425,7.0
0,0,0.0,0.03,0,60,0,0,0,2,0,Zeki,Amdouni,5,-0.03,0.0,2.0,0.0,0.0,0.03,0.0,60.0,0.0,0.0,0.0,2.0,0.0,5.0,-0.03,0.0,2.0
1,0,0.02,0.05,0,80,0,0,0,2,0,Zeki,Amdouni,5,-0.05,-0.02,1.0,0.0,0.01,0.04,0.0,70.0,0.0,0.0,0.0,2.0,0.0,5.0,-0.04,-0.01,1.5
2,0,0.18,0.03,0,59,0,0,0,1,0,Zeki,Amdouni,5,-0.03,-0.18,8.0,0.0,0.06666666666666667,0.03666666666666667,0.0,66.33333333333333,0.0,0.0,0.0,1.6666666666666667,0.0,5.0,-0.03666666666666667,-0.06666666666666667,3.6666666666666665
3,0,0.01,0.16,1,63,0,0,0,8,0,Zeki,Amdouni,2,0.84,-0.01,2.0,0.0,0.0525,0.0675,0.25,65.5,0.0,0.0,0.0,3.25,0.0,4.25,0.1825,-0.0525,3.25
4,0,0.01,0.46,0,72,0,0,0,2,0,Zeki,Amdouni,4,-0.46,-0.01,0.0,0.0,0.05499999999999999,0.175,0.25,68.5,0.0,0.0,0.0,3.25,0.0,4.0,0.075,-0.05499999999999999,2.75
5,0,0.0,0.3,0,57,0,0,0,0,1,Zeki,Amdouni,4,-0.3,0.0,2.0,0.0,0.049999999999999996,0.2375,0.25,62.75,0.0,0.0,0.0,2.75,0.25,3.75,0.012499999999999997,-0.049999999999999996,3.0
6,0,0.03,0.29,0,73,0,0,0,2,0,Zeki,Amdouni,2,-0.29,-0.03,0.0,0.0,0.0125,0.3025,0.25,66.25,0.0,0.0,0.0,3.0,0.25,3.0,-0.052500000000000005,-0.0125,1.0
7,0,0.0,0.0,0,0,0,0,0,0,0,Zeki,Amdouni,4,0.0,0.0,2.0,0.0,0.009999999999999998,0.26249999999999996,0.0,50.5,0.0,0.0,0.0,1.0,0.25,3.5,-0.2625,-0.009999999999999998,1.0
8,0,0.16,0.13,0,75,0,0,0,2,0,Zeki,Amdouni,2,-0.13,-0.16,1.0,0.0,0.0475,0.17999999999999997,0.0,51.25,0.0,0.0,0.0,1.0,0.25,3.0,-0.17999999999999997,-0.0475,1.25
9,0,0.0,0.22,0,45,0,0,0,1,0,Zeki,Amdouni,3,-0.22,0.0,2.0,0.0,0.0475,0.15999999999999998,0.0,48.25,0.0,0.0,0.0,1.25,0.0,2.75,-0.15999999999999998,-0.0475,1.25
10,0,0.02,0.15,0,77,0,0,0,2,0,Zeki,Amdouni,4,-0.15,-0.02,2.0,0.0,0.045,0.12499999999999999,0.0,49.25,0.0,0.0,0.0,1.25,0.0,3.25,-0.12499999999999999,-0.045,1.75
11,0,0.0,0.04,0,79,0,0,0,2,0,Zeki,Amdouni,5,-0.04,0.0,2.0,0.0,0.045,0.13499999999999998,0.0,69.0,0.0,0.0,0.0,1.75,0.0,3.5,-0.13499999999999998,-0.045,1.75
12,0,0.05,0.1,0,72,0,0,0,2,0,Zeki,Amdouni,4,-0.1,-0.05,11.0,0.0,0.0175,0.1275,0.0,68.25,0.0,0.0,0.0,1.75,0.0,4.0,-0.1275,-0.0175,4.25
13,1,0.11,0.25,1,76,0,0,0,11,0,Zeki,Amdouni,2,0.75,0.89,2.0,0.25,0.045,0.135,0.25,76.0,0.0,0.0,0.0,4.25,0.0,3.75,0.11499999999999999,0.20500000000000002,4.25
14,0,0.01,0.1,0,90,0,0,0,2,0,Zeki,Amdouni,3,-0.1,-0.01,2.0,0.25,0.0425,0.1225,0.25,79.25,0.0,0.0,0.0,4.25,0.0,3.5,0.1275,0.2075,4.25
15,0,0.04,0.09,0,81,0,0,0,2,0,Zeki,Amdouni,3,-0.09,-0.04,2.0,0.25,0.052500000000000005,0.135,0.25,79.75,0.0,0.0,0.0,4.25,0.0,3.0,0.115,0.19749999999999998,4.25
16,0,0.09,0.04,0,90,0,0,0,2,0,Zeki,Amdouni,3,-0.04,-0.09,2.0,0.25,0.0625,0.11999999999999998,0.25,84.25,0.0,0.0,0.0,4.25,0.0,2.75,0.13,0.18749999999999997,2.0
17,0,0.04,0.09,0,79,0,0,0,2,0,Zeki,Amdouni,3,-0.09,-0.04,2.0,0.0,0.045000000000000005,0.07999999999999999,0.0,85.0,0.0,0.0,0.0,2.0,0.0,3.0,-0.07999999999999999,-0.045,2.0
18,0,0.0,0.09,0,84,0,0,0,2,0,Zeki,Amdouni,5,-0.09,0.0,7.0,0.0,0.0425,0.07749999999999999,0.0,83.5,0.0,0.0,0.0,2.0,0.0,3.5,-0.07749999999999999,-0.042499999999999996,3.25
19,0,0.12,0.53,1,58,0,0,0,7,0,Zeki,Amdouni,5,0.47,-0.12,9.0,0.0,0.0625,0.1875,0.25,77.75,0.0,0.0,0.0,3.25,0.0,4.0,0.0625,-0.0625,5.0
20,0,0.02,0.33,1,82,0,0,0,9,0,Zeki,Amdouni,2,0.6699999999999999,-0.02,1.0,0.0,0.045,0.26,0.5,75.75,0.0,0.0,0.0,5.0,0.0,3.75,0.24,-0.04499999999999999,4.75
21,0,0.0,0.22,0,58,0,0,0,1,0,Zeki,Amdouni,5,-0.22,0.0,2.0,0.0,0.034999999999999996,0.2925,0.5,70.5,0.0,0.0,0.0,4.75,0.0,4.25,0.20750000000000002,-0.034999999999999996,4.75
22,0,0.0,0.02,0,62,0,0,0,2,0,Zeki,Amdouni,3,-0.02,0.0,2.0,0.0,0.034999999999999996,0.27499999999999997,0.5,65.0,0.0,0.0,0.0,4.75,0.0,3.75,0.225,-0.034999999999999996,3.5
23,0,0.24,0.32,0,85,0,0,0,2,0,Zeki,Amdouni,5,-0.32,-0.24,1.0,0.0,0.065,0.2225,0.25,71.75,0.0,0.0,0.0,3.5,0.0,3.75,0.02750000000000001,-0.065,1.5
24,0,0.0,0.0,0,45,0,0,0,1,0,Zeki,Amdouni,5,0.0,0.0,1.0,0.0,0.06,0.14,0.0,62.5,0.0,0.0,0.0,1.5,0.0,4.5,-0.13999999999999996,-0.06,1.5
25,0,0.0,0.0,0,36,0,0,0,1,0,Zeki,Amdouni,4,0.0,0.0,1.0,0.0,0.06,0.08499999999999999,0.0,57.0,0.0,0.0,0.0,1.5,0.0,4.25,-0.08499999999999996,-0.06,1.25
26,0,0.02,0.0,0,21,0,0,0,1,0,Zeki,Amdouni,3,0.0,-0.02,0.0,0.0,0.065,0.08,0.0,46.75,0.0,0.0,0.0,1.25,0.0,4.25,-0.07999999999999996,-0.065,0.75
27,0,0.0,0.0,0,0,0,0,0,0,0,Zeki,Amdouni,4,0.0,0.0,0.0,0.0,0.005,0.0,0.0,25.5,0.0,0.0,0.0,0.75,0.0,4.0,0.0,-0.005,0.5
28,0,0.01,0.04,0,25,0,0,0,0,1,Zeki,Amdouni,2,-0.04,-0.01,1.0,0.0,0.0075,0.01,0.0,20.5,0.0,0.0,0.0,0.5,0.25,3.25,-0.009999999999999959,-0.0075,0.5
29,0,0.0,0.05,0,44,0,0,0,1,0,Zeki,Amdouni,4,-0.05,0.0,0.0,0.0,0.0075,0.0225,0.0,22.5,0.0,0.0,0.0,0.5,0.25,3.25,-0.022499999999999958,-0.0075,0.25
30,0,0.0,0.0,0,0,0,0,0,0,0,Zeki,Amdouni,3,0.0,0.0,1.0,0.0,0.0025,0.0225,0.0,17.25,0.0,0.0,0.0,0.25,0.25,3.25,-0.022499999999999958,-0.0025,0.5
31,0,0.0,0.0,0,6,0,0,0,1,0,Zeki,Amdouni,3,0.0,0.0,0.0,0.0,0.0025,0.0225,0.0,18.75,0.0,0.0,0.0,0.5,0.25,3.0,-0.022499999999999958,-0.0025,0.5
32,0,0.0,0.0,0,0,0,0,0,0,0,Zeki,Amdouni,3,0.0,0.0,1.0,0.0,0.0,0.0125,0.0,12.5,0.0,0.0,0.0,0.5,0.0,3.25,-0.012499999999999959,0.0,0.5
33,0,0.0,0.0,0,5,0,0,0,1,0,Zeki,Amdouni,2,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,2.75,0.0,0.0,2.25
34,0,0.0,0.93,1,33,0,0,0,7,0,Zeki,Amdouni,4,0.06999999999999995,0.0,1.0,0.0,0.0,0.2325,0.25,11.0,0.0,0.0,0.0,2.25,0.0,3.0,0.01750000000000003,0.0,2.25
35,0,0.0,0.02,0,5,0,0,0,1,0,Zeki,Amdouni,4,-0.02,0.0,1.0,0.0,0.0,0.23750000000000002,0.25,10.75,0.0,0.0,0.0,2.25,0.0,3.25,0.012500000000000028,0.0,2.5
36,0,0.0,0.0,0,2,0,0,0,1,0,Zeki,Amdouni,5,0.0,0.0,2.0,0.0,0.0,0.23750000000000002,0.25,11.25,0.0,0.0,0.0,2.5,0.0,3.75,0.012500000000000028,0.0,2.75
37,0,0.04,0.47,0,74,0,0,0,2,0,Zeki,Amdouni,2,-0.47,-0.04,,0.0,0.01,0.355,0.25,28.5,0.0,0.0,0.0,2.75,0.0,3.75,-0.10499999999999997,-0.01,1.3333333333333333
