,Assists,xA,xG,Goals_Scored,Minutes,Own_Goals,Penalites_Missed,Red_Cards,Points,Yellow_Cards,Firstname,Lastname,Fixture_Rating,Delta_Goals,Delta_Assists,Next_Points,Running_Assists,Running_xA,Running_xG,Running_Goals_Scored,Running_Minutes,Running_Own_Goals,Running_Penalites_Missed,Running_Red_Cards,Running_Points,Running_Yellow_Cards,Running_Fixture_Rating,Running_Delta_Goals,Running_Delta_Assists,Running_Next_Points
6,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,4,0.0,0.0,2.0,0.0,0.0175,0.27749999999999997,0.75,67.0,0.0,0.0,0.0,5.75,0.0,3.75,0.47250000000000003,-0.0175,3.0
7,0,0.08,0.0,0,90,0,0,0,2,0,Odsonne,Edouard,2,0.0,-0.08,1.0,0.0,0.03,0.0775,0.25,67.25,0.0,0.0,0.0,3.0,0.0,3.5,0.17250000000000001,-0.03,1.25
8,0,0.01,0.23,0,90,0,0,0,1,1,Odsonne,Edouard,4,-0.23,-0.01,2.0,0.0,0.025,0.0575,0.0,67.5,0.0,0.0,0.0,1.25,0.25,3.25,-0.057499999999999975,-0.025,1.25
9,0,0.03,0.07,0,78,0,0,0,2,0,Odsonne,Edouard,5,-0.07,-0.03,1.0,0.0,0.030000000000000006,0.07500000000000001,0.0,64.5,0.0,0.0,0.0,1.25,0.25,3.75,-0.07499999999999998,-0.030000000000000006,1.5
10,0,0.01,0.0,0,85,0,0,0,1,1,Odsonne,Edouard,2,0.0,-0.01,6.0,0.0,0.0325,0.07500000000000001,0.0,85.75,0.0,0.0,0.0,1.5,0.5,3.25,-0.07499999999999998,-0.0325,2.5
11,0,0.06,0.95,1,82,0,0,0,6,0,Odsonne,Edouard,3,0.050000000000000044,-0.06,2.0,0.0,0.027500000000000004,0.3125,0.25,83.75,0.0,0.0,0.0,2.5,0.5,3.5,-0.062499999999999965,-0.027500000000000004,2.75
12,0,0.05,0.28,0,79,0,0,0,2,0,Odsonne,Edouard,2,-0.28,-0.05,9.0,0.0,0.037500000000000006,0.325,0.25,81.0,0.0,0.0,0.0,2.75,0.25,3.0,-0.07499999999999997,-0.037500000000000006,4.5
13,0,0.03,0.62,1,86,0,0,0,9,0,Odsonne,Edouard,4,0.38,-0.03,1.0,0.0,0.037500000000000006,0.4625,0.5,83.0,0.0,0.0,0.0,4.5,0.25,2.75,0.03750000000000003,-0.037500000000000006,4.5
14,0,0.07,0.16,0,90,0,0,0,1,1,Odsonne,Edouard,3,-0.16,-0.07,1.0,0.0,0.052500000000000005,0.5025,0.5,84.25,0.0,0.0,0.0,4.5,0.25,3.0,-0.0024999999999999675,-0.052500000000000005,3.25
15,0,0.0,0.0,0,45,0,0,0,1,0,Odsonne,Edouard,5,0.0,0.0,0.0,0.0,0.037500000000000006,0.265,0.25,75.0,0.0,0.0,0.0,3.25,0.25,3.5,-0.014999999999999979,-0.037500000000000006,2.75
16,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,5,0.0,0.0,0.0,0.0,0.025000000000000005,0.195,0.25,55.25,0.0,0.0,0.0,2.75,0.25,4.25,0.05500000000000003,-0.025000000000000005,0.5
17,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,3,0.0,0.0,0.0,0.0,0.017500000000000005,0.04,0.0,33.75,0.0,0.0,0.0,0.5,0.25,4.0,-0.03999999999999997,-0.017500000000000005,0.25
18,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.25,0.0,4.25,0.0,0.0,0.0
19,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
20,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.25
21,0,0.0,0.0,0,1,0,0,0,1,0,Odsonne,Edouard,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,3.25,0.0,0.0,0.5
22,0,0.0,0.0,0,10,0,0,0,1,0,Odsonne,Edouard,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.75
23,0,0.0,0.05,0,6,0,0,0,1,0,Odsonne,Edouard,4,-0.05,0.0,2.0,0.0,0.0,0.0125,0.0,4.25,0.0,0.0,0.0,0.75,0.0,3.5,-0.012499999999999973,0.0,1.25
24,0,0.05,0.17,0,71,0,0,0,2,0,Odsonne,Edouard,3,-0.17,-0.05,2.0,0.0,0.012500000000000004,0.05500000000000001,0.0,22.0,0.0,0.0,0.0,1.25,0.0,3.0,-0.05499999999999998,-0.012500000000000004,1.5
25,0,0.02,0.43,0,65,0,0,0,2,0,Odsonne,Edouard,2,-0.43,-0.02,1.0,0.0,0.017500000000000005,0.16249999999999998,0.0,38.0,0.0,0.0,0.0,1.5,0.0,3.0,-0.16249999999999998,-0.017500000000000005,1.5
26,0,0.01,0.0,0,19,0,0,0,1,0,Odsonne,Edouard,5,0.0,-0.01,1.0,0.0,0.020000000000000004,0.16249999999999998,0.0,40.25,0.0,0.0,0.0,1.5,0.0,3.5,-0.16249999999999998,-0.020000000000000004,1.5
27,0,0.01,0.02,0,9,0,0,0,1,0,Odsonne,Edouard,2,-0.02,-0.01,0.0,0.0,0.022500000000000006,0.15499999999999997,0.0,41.0,0.0,0.0,0.0,1.5,0.0,3.0,-0.15499999999999994,-0.022500000000000006,1.0
28,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,2,0.0,0.0,1.0,0.0,0.010000000000000004,0.11249999999999999,0.0,23.25,0.0,0.0,0.0,1.0,0.0,2.75,-0.11249999999999996,-0.010000000000000004,0.75
29,0,0.08,0.0,0,4,0,0,0,1,0,Odsonne,Edouard,3,0.0,-0.08,5.0,0.0,0.025000000000000005,0.004999999999999986,0.0,8.0,0.0,0.0,0.0,0.75,0.0,3.0,-0.0049999999999999585,-0.025000000000000005,1.75
30,0,0.0,0.47,1,16,0,0,0,5,0,Odsonne,Edouard,5,0.53,0.0,1.0,0.0,0.022500000000000006,0.12249999999999998,0.25,7.25,0.0,0.0,0.0,1.75,0.0,3.0,0.12750000000000006,-0.022500000000000006,1.75
31,0,0.0,0.0,0,1,0,0,0,1,0,Odsonne,Edouard,5,0.0,0.0,1.0,0.0,0.020000000000000004,0.11749999999999998,0.25,5.25,0.0,0.0,0.0,1.75,0.0,3.75,0.13250000000000006,-0.020000000000000004,2.0
32,0,0.01,0.0,0,22,0,0,0,1,0,Odsonne,Edouard,4,0.0,-0.01,0.0,0.0,0.022500000000000003,0.11749999999999998,0.25,10.75,0.0,0.0,0.0,2.0,0.0,4.25,0.13250000000000006,-0.022500000000000003,1.75
33,0,0.0,0.0,0,0,0,0,0,0,0,Odsonne,Edouard,4,0.0,0.0,1.0,0.0,0.0025000000000000035,0.11749999999999998,0.25,9.75,0.0,0.0,0.0,1.75,0.0,4.5,0.13250000000000006,-0.0025000000000000035,0.75
34,0,0.03,0.05,0,21,0,0,0,1,0,Odsonne,Edouard,3,-0.05,-0.03,0.0,0.0,0.010000000000000004,0.012499999999999987,0.0,11.0,0.0,0.0,0.0,0.75,0.0,4.0,-0.012499999999999945,-0.010000000000000004,0.5
35,0,0.01,0.03,0,22,0,0,0,0,1,Odsonne,Edouard,4,-0.03,-0.01,1.0,0.0,0.012500000000000004,0.019999999999999987,0.0,16.25,0.0,0.0,0.0,0.5,0.25,3.75,-0.019999999999999945,-0.012500000000000004,0.5
36,0,0.02,0.0,0,21,0,0,0,1,0,Odsonne,Edouard,3,0.0,-0.02,1.0,0.0,0.015000000000000003,0.019999999999999987,0.0,16.0,0.0,0.0,0.0,0.5,0.25,3.5,-0.019999999999999945,-0.015000000000000003,0.75
37,0,0.0,0.0,0,14,0,0,0,1,0,Odsonne,Edouard,5,0.0,0.0,,0.0,0.015000000000000003,0.019999999999999987,0.0,19.5,0.0,0.0,0.0,0.75,0.25,3.75,-0.019999999999999945,-0.015000000000000003,0.6666666666666666
0,1,0.1,0.23,0,90,0,0,0,5,0,Ollie,Watkins,4,-0.23,0.9,5.0,1.0,0.1,0.23,0.0,90.0,0.0,0.0,0.0,5.0,0.0,4.0,-0.23,0.9,5.0
1,1,0.05,0.15,0,73,0,0,0,5,0,Ollie,Watkins,3,-0.15,0.95,5.0,1.0,0.07500000000000001,0.19,0.0,81.5,0.0,0.0,0.0,5.0,0.0,3.5,-0.19,0.925,5.0
2,1,0.01,0.78,0,85,0,0,0,5,0,Ollie,Watkins,2,-0.78,0.99,2.0,1.0,0.05333333333333334,0.3866666666666667,0.0,82.66666666666667,0.0,0.0,0.0,5.0,0.0,3.0,-0.3866666666666667,0.9466666666666667,4.0
3,0,0.02,0.2,0,72,0,0,0,2,0,Ollie,Watkins,5,-0.2,-0.02,5.0,0.75,0.045,0.34,0.0,80.0,0.0,0.0,0.0,4.25,0.0,3.5,-0.34,0.705,4.25
4,1,0.04,0.61,0,90,0,0,0,5,0,Ollie,Watkins,4,-0.61,0.96,9.0,0.75,0.03,0.435,0.0,80.0,0.0,0.0,0.0,4.25,0.0,3.5,-0.435,0.72,5.25
5,0,0.14,0.2,1,90,0,0,0,9,0,Ollie,Watkins,4,0.8,-0.14,23.0,0.5,0.052500000000000005,0.44749999999999995,0.25,84.25,0.0,0.0,0.0,5.25,0.0,3.75,-0.19749999999999995,0.44749999999999995,9.75
6,2,0.17,0.81,3,90,0,0,0,23,0,Ollie,Watkins,3,2.19,1.83,5.0,0.75,0.0925,0.45499999999999996,1.0,85.5,0.0,0.0,0.0,9.75,0.0,4.0,0.545,0.6575,10.5
7,1,0.22,0.31,0,90,0,0,0,5,0,Ollie,Watkins,3,-0.31,0.78,11.0,1.0,0.14250000000000002,0.4825,1.0,90.0,0.0,0.0,0.0,10.5,0.0,3.5,0.5175000000000001,0.8574999999999999,12.0
8,1,0.04,0.6,1,90,0,0,0,11,0,Ollie,Watkins,4,0.4,0.96,2.0,1.0,0.14250000000000002,0.48,1.25,90.0,0.0,0.0,0.0,12.0,0.0,3.5,0.77,0.8574999999999999,10.25
9,0,0.61,0.79,0,90,0,0,0,2,0,Ollie,Watkins,2,-0.79,-0.61,2.0,1.0,0.26,0.6275,1.0,90.0,0.0,0.0,0.0,10.25,0.0,3.0,0.3725000000000001,0.74,5.0
10,0,0.07,0.3,0,90,0,0,0,2,0,Ollie,Watkins,2,-0.3,-0.07,6.0,0.5,0.235,0.5,0.25,90.0,0.0,0.0,0.0,5.0,0.0,2.75,-0.25,0.265,5.25
11,0,0.08,1.91,1,90,0,0,0,6,1,Ollie,Watkins,3,-0.9099999999999999,-0.08,5.0,0.25,0.19999999999999998,0.8999999999999999,0.5,90.0,0.0,0.0,0.0,5.25,0.25,2.75,-0.39999999999999997,0.04999999999999999,3.75
12,0,0.08,0.67,1,90,0,0,0,5,1,Ollie,Watkins,5,0.32999999999999996,-0.08,11.0,0.0,0.20999999999999996,0.9175000000000001,0.5,90.0,0.0,0.0,0.0,3.75,0.5,3.0,-0.4175,-0.21,6.0
13,1,0.04,0.14,1,90,0,0,0,11,0,Ollie,Watkins,3,0.86,0.96,1.0,0.25,0.06749999999999998,0.7549999999999999,0.75,90.0,0.0,0.0,0.0,6.0,0.5,3.25,-0.0050000000000000044,0.1825,5.75
14,0,0.06,0.25,0,89,0,0,0,1,1,Ollie,Watkins,5,-0.25,-0.06,2.0,0.25,0.06499999999999997,0.7424999999999999,0.75,89.75,0.0,0.0,0.0,5.75,0.75,4.0,0.007499999999999993,0.185,4.75
15,0,0.0,0.17,0,90,0,0,0,2,0,Ollie,Watkins,5,-0.17,0.0,9.0,0.25,0.04499999999999997,0.3075,0.5,89.75,0.0,0.0,0.0,4.75,0.5,4.5,0.19249999999999998,0.20500000000000002,5.75
16,0,0.16,0.28,1,90,0,0,0,9,0,Ollie,Watkins,2,0.72,-0.16,2.0,0.25,0.06499999999999997,0.21000000000000002,0.5,89.75,0.0,0.0,0.0,5.75,0.25,3.75,0.29,0.185,3.5
17,0,0.1,0.18,0,90,0,0,0,2,0,Ollie,Watkins,2,-0.18,-0.1,2.0,0.0,0.07999999999999997,0.22000000000000003,0.25,89.75,0.0,0.0,0.0,3.5,0.25,3.5,0.029999999999999985,-0.08,3.75
18,0,0.04,0.0,0,90,0,0,0,2,0,Ollie,Watkins,4,0.0,-0.04,8.0,0.0,0.07499999999999997,0.15750000000000003,0.25,90.0,0.0,0.0,0.0,3.75,0.0,3.25,0.09249999999999999,-0.075,5.25
19,2,0.74,0.31,0,90,0,0,0,8,0,Ollie,Watkins,2,-0.31,1.26,1.0,0.5,0.25999999999999995,0.1925,0.25,90.0,0.0,0.0,0.0,5.25,0.0,2.5,0.05749999999999998,0.24,3.25
20,0,0.04,0.3,0,90,0,0,0,1,1,Ollie,Watkins,3,-0.3,-0.04,7.0,0.5,0.22999999999999995,0.1975,0.0,90.0,0.0,0.0,0.0,3.25,0.25,2.75,-0.1975,0.26999999999999996,4.5
21,0,0.15,0.56,1,90,0,0,0,7,0,Ollie,Watkins,4,0.43999999999999995,-0.15,18.0,0.5,0.24249999999999994,0.29250000000000004,0.25,90.0,0.0,0.0,0.0,4.5,0.25,3.25,-0.04250000000000004,0.2575,8.5
22,3,0.17,0.73,1,90,0,0,0,18,0,Ollie,Watkins,2,0.27,2.83,2.0,1.25,0.27499999999999997,0.47500000000000003,0.5,90.0,0.0,0.0,0.0,8.5,0.25,2.75,0.02499999999999998,0.9750000000000001,7.0
23,0,0.04,0.77,0,90,0,0,0,2,0,Ollie,Watkins,4,-0.77,-0.04,13.0,0.75,0.09999999999999995,0.5900000000000001,0.5,90.0,0.0,0.0,0.0,7.0,0.25,3.25,-0.09000000000000002,0.6500000000000001,10.0
24,0,0.25,0.93,2,90,0,0,0,13,0,Ollie,Watkins,3,1.0699999999999998,-0.25,9.0,0.75,0.15249999999999997,0.7475,1.0,90.0,0.0,0.0,0.0,10.0,0.0,3.25,0.25249999999999995,0.5975,10.5
25,1,0.04,1.4,1,90,0,0,0,9,0,Ollie,Watkins,2,-0.3999999999999999,0.96,13.0,1.0,0.12499999999999994,0.9574999999999999,1.0,90.0,0.0,0.0,0.0,10.5,0.0,2.75,0.04249999999999998,0.8750000000000001,9.25
26,0,0.02,0.62,2,90,0,0,0,13,0,Ollie,Watkins,2,1.38,-0.02,2.0,0.25,0.08749999999999994,0.9299999999999999,1.25,90.0,0.0,0.0,0.0,9.25,0.0,2.75,0.31999999999999995,0.1625000000000001,9.25
27,0,0.03,0.12,0,90,0,0,0,2,0,Ollie,Watkins,5,-0.12,-0.03,2.0,0.25,0.08499999999999995,0.7675000000000001,1.25,90.0,0.0,0.0,0.0,9.25,0.0,3.0,0.48249999999999993,0.1650000000000001,6.5
28,0,0.03,0.05,0,90,0,0,0,2,0,Ollie,Watkins,4,-0.05,-0.03,1.0,0.25,0.029999999999999943,0.5475,0.75,90.0,0.0,0.0,0.0,6.5,0.0,3.25,0.20249999999999999,0.2200000000000001,4.5
29,0,0.01,0.23,0,45,0,0,0,1,0,Ollie,Watkins,3,-0.23,-0.01,0.0,0.0,0.022499999999999944,0.255,0.5,78.75,0.0,0.0,0.0,4.5,0.0,3.5,0.245,-0.022499999999999888,1.25
30,0,0.0,0.0,0,0,0,0,0,0,0,Ollie,Watkins,5,0.0,0.0,13.0,0.0,0.017499999999999946,0.1,0.0,56.25,0.0,0.0,0.0,1.25,0.0,4.25,-0.09999999999999998,-0.017499999999999887,4.0
31,0,0.02,0.46,2,90,0,0,0,13,0,Ollie,Watkins,2,1.54,-0.02,7.0,0.0,0.014999999999999946,0.185,0.5,56.25,0.0,0.0,0.0,4.0,0.0,3.5,0.31500000000000006,-0.014999999999999888,5.25
32,0,0.01,0.41,1,90,0,0,0,7,0,Ollie,Watkins,5,0.5900000000000001,-0.01,9.0,0.0,0.009999999999999945,0.275,0.75,56.25,0.0,0.0,0.0,5.25,0.0,3.75,0.4750000000000001,-0.00999999999999989,7.25
33,2,0.34,0.23,0,90,0,0,0,9,0,Ollie,Watkins,3,-0.23,1.66,2.0,0.5,0.09249999999999994,0.275,0.75,67.5,0.0,0.0,0.0,7.25,0.0,3.75,0.4750000000000001,0.4075000000000001,7.75
34,0,0.02,0.25,0,90,0,0,0,2,0,Ollie,Watkins,4,-0.25,-0.02,2.0,0.5,0.09749999999999996,0.3375,0.75,90.0,0.0,0.0,0.0,7.75,0.0,3.5,0.4125000000000001,0.4025000000000001,5.0
35,0,0.01,0.0,0,90,0,0,0,2,0,Ollie,Watkins,3,0.0,-0.01,5.0,0.5,0.09499999999999996,0.2225,0.25,90.0,0.0,0.0,0.0,5.0,0.0,3.75,0.02750000000000008,0.4050000000000001,4.5
36,1,0.07,0.54,0,90,0,0,0,5,0,Ollie,Watkins,5,-0.54,0.9299999999999999,2.0,0.75,0.10999999999999996,0.255,0.0,90.0,0.0,0.0,0.0,4.5,0.0,3.75,-0.25499999999999995,0.6400000000000001,2.75
37,0,0.0,0.25,0,68,0,0,0,2,0,Ollie,Watkins,4,-0.25,0.0,,0.25,0.02499999999999996,0.26,0.0,84.5,0.0,0.0,0.0,2.75,0.0,4.0,-0.25999999999999995,0.2250000000000001,3.0
0,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.3333333333333333
3,0,0.0,0.33,0,23,0,0,0,1,0,Rasmus,Hojlund,5,-0.33,0.0,2.0,0.0,0.0,0.0825,0.0,5.75,0.0,0.0,0.0,0.25,0.0,3.75,-0.0825,0.0,0.75
4,0,0.06,0.03,0,63,0,0,0,2,0,Rasmus,Hojlund,3,-0.03,-0.06,2.0,0.0,0.015,0.09,0.0,21.5,0.0,0.0,0.0,0.75,0.0,3.75,-0.09,-0.015,1.25
5,0,0.01,0.19,0,90,0,0,0,2,0,Rasmus,Hojlund,2,-0.19,-0.01,2.0,0.0,0.017499999999999998,0.1375,0.0,44.0,0.0,0.0,0.0,1.25,0.0,3.0,-0.1375,-0.017499999999999998,1.75
6,0,0.05,0.56,0,90,0,0,0,2,0,Rasmus,Hojlund,4,-0.56,-0.05,2.0,0.0,0.03,0.2775,0.0,66.5,0.0,0.0,0.0,1.75,0.0,3.5,-0.2775,-0.03,2.0
7,0,0.03,0.09,0,90,0,0,0,2,0,Rasmus,Hojlund,2,-0.09,-0.03,2.0,0.0,0.0375,0.2175,0.0,83.25,0.0,0.0,0.0,2.0,0.0,2.75,-0.2175,-0.0375,2.0
8,0,0.0,0.37,0,62,0,0,0,2,0,Rasmus,Hojlund,2,-0.37,0.0,2.0,0.0,0.0225,0.3025,0.0,83.0,0.0,0.0,0.0,2.0,0.0,2.5,-0.3025,-0.0225,2.0
9,0,0.05,0.0,0,72,0,0,0,2,0,Rasmus,Hojlund,5,0.0,-0.05,2.0,0.0,0.0325,0.255,0.0,78.5,0.0,0.0,0.0,2.0,0.0,3.25,-0.255,-0.0325,2.0
10,0,0.06,0.0,0,78,0,0,0,2,0,Rasmus,Hojlund,3,0.0,-0.06,2.0,0.0,0.034999999999999996,0.11499999999999999,0.0,75.5,0.0,0.0,0.0,2.0,0.0,3.0,-0.11499999999999999,-0.034999999999999996,2.0
11,0,0.05,1.08,0,78,0,0,0,2,0,Rasmus,Hojlund,2,-1.08,-0.05,0.0,0.0,0.04,0.36250000000000004,0.0,72.5,0.0,0.0,0.0,2.0,0.0,3.0,-0.36250000000000004,-0.04,1.5
12,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,3,0.0,0.0,1.0,0.0,0.04,0.27,0.0,57.0,0.0,0.0,0.0,1.5,0.0,3.25,-0.27,-0.04,1.25
13,0,0.01,0.0,0,29,0,0,0,1,0,Rasmus,Hojlund,4,0.0,-0.01,2.0,0.0,0.030000000000000002,0.27,0.0,46.25,0.0,0.0,0.0,1.25,0.0,3.0,-0.27,-0.030000000000000002,1.25
14,0,0.04,0.03,0,83,0,0,0,2,0,Rasmus,Hojlund,4,-0.03,-0.04,0.0,0.0,0.025,0.2775,0.0,47.5,0.0,0.0,0.0,1.25,0.0,3.25,-0.2775,-0.025,0.75
15,0,0.01,0.04,0,34,0,0,0,0,1,Rasmus,Hojlund,3,-0.04,-0.01,2.0,0.0,0.015000000000000001,0.0175,0.0,36.5,0.0,0.0,0.0,0.75,0.25,3.5,-0.0175,-0.015000000000000001,1.25
16,0,0.0,0.28,0,90,0,0,0,2,0,Rasmus,Hojlund,5,-0.28,0.0,1.0,0.0,0.015000000000000001,0.08750000000000001,0.0,59.0,0.0,0.0,0.0,1.25,0.25,4.0,-0.08750000000000001,-0.015000000000000001,1.25
17,0,0.01,0.0,0,56,0,0,0,1,0,Rasmus,Hojlund,4,0.0,-0.01,7.0,0.0,0.015,0.08750000000000001,0.0,65.75,0.0,0.0,0.0,1.25,0.25,4.0,-0.08750000000000001,-0.015,2.5
18,0,0.04,0.1,1,88,0,0,0,7,0,Rasmus,Hojlund,5,0.9,-0.04,0.0,0.0,0.015000000000000001,0.10500000000000001,0.25,67.0,0.0,0.0,0.0,2.5,0.25,4.25,0.145,-0.015000000000000001,2.5
19,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,2,0.0,0.0,11.0,0.0,0.0125,0.095,0.25,58.5,0.0,0.0,0.0,2.5,0.0,4.0,0.155,-0.0125,4.75
20,1,0.09,0.08,1,90,0,0,0,11,1,Rasmus,Hojlund,5,0.92,0.91,10.0,0.25,0.035,0.045,0.5,58.5,0.0,0.0,0.0,4.75,0.25,4.0,0.455,0.215,7.0
21,1,0.08,0.52,1,85,0,0,0,10,0,Rasmus,Hojlund,3,0.48,0.92,8.0,0.5,0.0525,0.175,0.75,65.75,0.0,0.0,0.0,7.0,0.25,3.75,0.575,0.4475,7.25
22,0,0.02,0.14,1,87,0,0,0,8,0,Rasmus,Hojlund,4,0.86,-0.02,6.0,0.5,0.047499999999999994,0.185,0.75,65.5,0.0,0.0,0.0,7.25,0.25,3.5,0.5650000000000001,0.4525,8.75
23,0,0.0,0.9,1,90,0,0,0,6,0,Rasmus,Hojlund,5,0.09999999999999998,0.0,13.0,0.5,0.0475,0.41000000000000003,1.0,88.0,0.0,0.0,0.0,8.75,0.25,4.25,0.5900000000000001,0.4525,9.25
24,0,0.08,1.17,2,85,0,0,0,13,0,Rasmus,Hojlund,2,0.8300000000000001,-0.08,0.0,0.25,0.045,0.6825,1.25,86.75,0.0,0.0,0.0,9.25,0.0,3.5,0.5675,0.20500000000000002,6.75
25,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,3,0.0,0.0,0.0,0.0,0.025,0.5525,1.0,65.5,0.0,0.0,0.0,6.75,0.0,3.5,0.4475,-0.025,4.75
26,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,5,0.0,0.0,0.0,0.0,0.02,0.5175,0.75,43.75,0.0,0.0,0.0,4.75,0.0,3.75,0.2325,-0.02,3.25
27,0,0.0,0.0,0,0,0,0,0,0,0,Rasmus,Hojlund,3,0.0,0.0,2.0,0.0,0.02,0.2925,0.5,21.25,0.0,0.0,0.0,3.25,0.0,3.25,0.20750000000000002,-0.02,0.5
28,0,0.01,0.07,0,90,0,0,0,2,0,Rasmus,Hojlund,2,-0.07,-0.01,2.0,0.0,0.0025,0.0175,0.0,22.5,0.0,0.0,0.0,0.5,0.0,3.25,-0.0175,-0.0025,1.0
29,0,0.08,0.06,0,65,0,0,0,2,0,Rasmus,Hojlund,4,-0.06,-0.08,2.0,0.0,0.0225,0.0325,0.0,38.75,0.0,0.0,0.0,1.0,0.0,3.5,-0.0325,-0.0225,1.5
30,0,0.05,0.0,0,90,0,0,0,2,0,Rasmus,Hojlund,5,0.0,-0.05,2.0,0.0,0.035,0.0325,0.0,61.25,0.0,0.0,0.0,1.5,0.0,3.5,-0.0325,-0.035,2.0
31,0,0.04,0.0,0,90,0,0,0,2,0,Rasmus,Hojlund,3,0.0,-0.04,7.0,0.0,0.045,0.0325,0.0,83.75,0.0,0.0,0.0,2.0,0.0,3.5,-0.0325,-0.045,3.25
32,0,0.04,0.6,1,90,0,0,0,7,0,Rasmus,Hojlund,2,0.4,-0.04,2.0,0.0,0.0525,0.16499999999999998,0.25,83.75,0.0,0.0,0.0,3.25,0.0,3.5,0.085,-0.0525,3.25
33,0,0.0,0.0,0,64,0,0,0,2,0,Rasmus,Hojlund,2,0.0,0.0,2.0,0.0,0.0325,0.15,0.25,83.5,0.0,0.0,0.0,3.25,0.0,3.0,0.1,-0.0325,3.25
34,0,0.01,0.06,0,79,0,0,0,2,0,Rasmus,Hojlund,4,-0.06,-0.01,2.0,0.0,0.0225,0.16500000000000004,0.25,80.75,0.0,0.0,0.0,3.25,0.0,2.75,0.085,-0.0225,3.25
35,0,0.01,0.07,0,87,0,0,0,2,0,Rasmus,Hojlund,5,-0.07,-0.01,6.0,0.0,0.015,0.18250000000000002,0.25,80.0,0.0,0.0,0.0,3.25,0.0,3.25,0.0675,-0.015,3.0
36,0,0.0,0.05,1,8,0,0,0,6,0,Rasmus,Hojlund,4,0.95,0.0,7.0,0.0,0.005,0.045,0.25,59.5,0.0,0.0,0.0,3.0,0.0,3.75,0.205,-0.005,4.25
37,0,0.03,0.15,1,30,0,0,0,7,0,Rasmus,Hojlund,3,0.85,-0.03,,0.0,0.0125,0.0825,0.5,51.0,0.0,0.0,0.0,4.25,0.0,4.0,0.4175,-0.0125,5.0
0,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
1,0,0.0,0.0,0,4,0,0,0,1,0,Rodrigo,Muniz,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,0.5
2,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,3.3333333333333335,0.0,0.0,0.6666666666666666
3,0,0.03,0.0,0,9,0,0,0,1,0,Rodrigo,Muniz,5,0.0,-0.03,0.0,0.0,0.0075,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,3.75,0.0,-0.0075,0.5
4,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,2,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,3.5,0.0,-0.0075,0.25
5,0,0.0,0.0,0,0,0,0,0,0,0,Rodrigo,Muniz,4,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,2.25,0.0,0.0,0.0,0.25,0.0,4.0,0.0,-0.0075,0.25
