,Assists,Clean_Sheet,xA,xG,xGC,Goals_Conceded,Goals_Scored,Minutes,Own_Goals,Penalites_Missed,Penalties_Saved,Red_Cards,Saves,Points,Yellow_Cards,Firstname,Lastname,Fixture_Rating,Delta_Goals,Delta_Assists,Delta_Goals_Conceded,Next_Points,Running_Assists,Running_Clean_Sheet,Running_xA,Running_xG,Running_xGC,Running_Goals_Conceded,Running_Goals_Scored,Running_Minutes,Running_Own_Goals,Running_Penalites_Missed,Running_Penalties_Saved,Running_Red_Cards,Running_Saves,Running_Points,Running_Yellow_Cards,Running_Fixture_Rating,Running_Delta_Goals,Running_Delta_Assists,Running_Delta_Goals_Conceded,Running_Next_Points
0,0,0,0.0,0.0,1.28,1,0,90,0,0,0,0,4,3,0,Alisson,Becker,4,0.0,0.0,0.28,2.0,0.0,0.0,0.0,0.0,1.28,1.0,0.0,90.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.28,2.0
1,0,0,0.0,0.0,1.29,1,0,90,0,0,0,0,4,2,1,Alisson,Becker,3,0.0,0.0,0.29000000000000004,5.0,0.0,0.0,0.0,0.0,1.2850000000000001,1.0,0.0,90.0,0.0,0.0,0.0,0.0,4.0,2.5,0.5,3.5,0.0,0.0,0.28500000000000003,3.5
2,0,0,0.0,0.0,2.0,1,0,90,0,0,0,0,7,5,0,Alisson,Becker,4,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.5233333333333334,1.0,0.0,90.0,0.0,0.0,0.0,0.0,5.0,3.3333333333333335,0.3333333333333333,3.6666666666666665,0.0,0.0,0.5233333333333333,5.0
3,0,1,0.0,0.0,0.66,0,0,90,0,0,0,0,3,8,0,Alisson,Becker,5,0.0,0.0,0.66,2.0,0.0,0.25,0.0,0.0,1.3075,0.75,0.0,90.0,0.0,0.0,0.0,0.0,4.5,4.5,0.25,4.0,0.0,0.0,0.5575,4.25
4,0,0,0.0,0.0,0.63,1,0,90,0,0,0,0,1,2,0,Alisson,Becker,3,0.0,0.0,-0.37,3.0,0.0,0.25,0.0,0.0,1.145,0.75,0.0,90.0,0.0,0.0,0.0,0.0,3.75,4.25,0.25,3.75,0.0,0.0,0.395,4.5
5,0,0,0.0,0.0,1.11,1,0,90,0,0,0,0,3,3,0,Alisson,Becker,4,0.0,0.0,0.1100000000000001,4.0,0.0,0.25,0.0,0.0,1.1,0.75,0.0,90.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,0.35000000000000003,4.25
6,0,0,0.0,0.0,2.1,2,0,90,0,0,0,0,8,4,0,Alisson,Becker,5,0.0,0.0,0.10000000000000009,1.0,0.0,0.25,0.0,0.0,1.125,1.0,0.0,90.0,0.0,0.0,0.0,0.0,3.75,4.25,0.0,4.25,0.0,0.0,0.12500000000000006,2.5
7,0,0,0.0,0.0,2.3,2,0,90,0,0,0,0,1,1,0,Alisson,Becker,3,0.0,0.0,0.2999999999999998,8.0,0.0,0.0,0.0,0.0,1.5350000000000001,1.5,0.0,90.0,0.0,0.0,0.0,0.0,3.25,2.5,0.0,3.75,0.0,0.0,0.035,4.0
8,0,1,0.0,0.0,0.13,0,0,90,0,0,0,0,1,8,0,Alisson,Becker,3,0.0,0.0,0.13,7.0,0.0,0.25,0.0,0.0,1.4100000000000001,1.25,0.0,90.0,0.0,0.0,0.0,0.0,3.25,4.0,0.0,3.75,0.0,0.0,0.16,5.0
9,0,1,0.0,0.0,0.45,0,0,90,0,0,0,0,1,7,0,Alisson,Becker,2,0.0,0.0,0.45,6.0,0.0,0.5,0.0,0.0,1.2449999999999999,1.0,0.0,90.0,0.0,0.0,0.0,0.0,2.75,5.0,0.0,3.25,0.0,0.0,0.245,5.5
10,0,0,0.0,0.0,0.81,1,0,90,0,0,0,0,4,6,0,Alisson,Becker,2,0.0,0.0,-0.18999999999999995,7.0,0.0,0.5,0.0,0.0,0.9225,0.75,0.0,90.0,0.0,0.0,0.0,0.0,1.75,5.5,0.0,2.5,0.0,0.0,0.1725,7.0
11,0,1,0.0,0.0,1.57,0,0,90,0,0,0,0,3,7,0,Alisson,Becker,2,0.0,0.0,1.57,3.0,0.0,0.75,0.0,0.0,0.74,0.25,0.0,90.0,0.0,0.0,0.0,0.0,2.25,7.0,0.0,2.25,0.0,0.0,0.49000000000000005,5.75
12,0,0,0.0,0.0,1.35,1,0,90,0,0,0,0,4,3,0,Alisson,Becker,5,0.0,0.0,0.3500000000000001,0.0,0.0,0.5,0.0,0.0,1.0450000000000002,0.5,0.0,90.0,0.0,0.0,0.0,0.0,3.0,5.75,0.0,2.75,0.0,0.0,0.545,4.0
13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.9325000000000001,0.5,0.0,67.5,0.0,0.0,0.0,0.0,2.75,4.0,0.0,3.0,0.0,0.0,0.43250000000000005,2.5
14,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,2,0.0,0.0,0.0,3.0,0.0,0.25,0.0,0.0,0.73,0.25,0.0,45.0,0.0,0.0,0.0,0.0,1.75,2.5,0.0,3.0,0.0,0.0,0.48000000000000004,1.5
15,0,0,0.0,0.0,1.74,1,0,90,0,0,0,0,3,3,0,Alisson,Becker,4,0.0,0.0,0.74,6.0,0.0,0.0,0.0,0.0,0.7725,0.5,0.0,45.0,0.0,0.0,0.0,0.0,1.75,1.5,0.0,3.5,0.0,0.0,0.2725,2.25
16,0,1,0.0,0.0,0.63,0,0,90,0,0,0,0,2,6,0,Alisson,Becker,4,0.0,0.0,0.63,2.0,0.0,0.25,0.0,0.0,0.5925,0.25,0.0,45.0,0.0,0.0,0.0,0.0,1.25,2.25,0.0,3.25,0.0,0.0,0.3425,2.75
17,0,0,0.0,0.0,0.8,1,0,90,0,0,0,0,1,2,0,Alisson,Becker,5,0.0,0.0,-0.19999999999999996,6.0,0.0,0.25,0.0,0.0,0.7925,0.5,0.0,67.5,0.0,0.0,0.0,0.0,1.5,2.75,0.0,3.75,0.0,0.0,0.2925,4.25
18,0,1,0.0,0.0,0.76,0,0,90,0,0,0,0,0,6,0,Alisson,Becker,2,0.0,0.0,0.76,1.0,0.0,0.5,0.0,0.0,0.9825,0.5,0.0,90.0,0.0,0.0,0.0,0.0,1.5,4.25,0.0,3.75,0.0,0.0,0.48250000000000004,3.75
19,0,0,0.0,0.0,0.59,2,0,90,0,0,0,0,1,1,0,Alisson,Becker,4,0.0,0.0,-1.4100000000000001,6.0,0.0,0.5,0.0,0.0,0.6950000000000001,0.75,0.0,90.0,0.0,0.0,0.0,0.0,1.0,3.75,0.0,3.75,0.0,0.0,-0.05499999999999999,3.75
20,0,1,0.0,0.0,1.39,0,0,90,0,0,0,0,1,6,0,Alisson,Becker,3,0.0,0.0,1.39,2.0,0.0,0.5,0.0,0.0,0.885,0.75,0.0,90.0,0.0,0.0,0.0,0.0,0.75,3.75,0.0,3.5,0.0,0.0,0.13499999999999998,3.75
21,0,0,0.0,0.0,0.56,1,0,90,0,0,0,0,2,2,0,Alisson,Becker,4,0.0,0.0,-0.43999999999999995,2.0,0.0,0.5,0.0,0.0,0.825,0.75,0.0,90.0,0.0,0.0,0.0,0.0,1.0,3.75,0.0,3.25,0.0,0.0,0.07499999999999998,2.75
22,0,0,0.0,0.0,3.52,3,0,90,0,0,0,0,4,2,0,Alisson,Becker,5,0.0,0.0,0.52,0.0,0.0,0.25,0.0,0.0,1.5150000000000001,1.5,0.0,90.0,0.0,0.0,0.0,0.0,2.0,2.75,0.0,4.0,0.0,0.0,0.014999999999999986,2.5
23,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.3675000000000002,1.0,0.0,67.5,0.0,0.0,0.0,0.0,1.75,2.5,0.0,3.5,0.0,0.0,0.36750000000000005,1.0
24,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.0,0.0,45.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,3.25,0.0,0.0,0.020000000000000073,0.5
25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.75,0.0,22.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,2.75,0.0,0.0,0.13000000000000006,0.0
26,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
27,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0
28,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
29,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
30,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alisson,Becker,4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.75
31,0,0,0.0,0.0,1.87,1,0,90,0,0,0,0,3,3,0,Alisson,Becker,4,0.0,0.0,0.8700000000000001,3.0,0.0,0.0,0.0,0.0,0.46750000000000014,0.25,0.0,22.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,3.25,0.0,0.0,0.21750000000000008,1.5
32,0,0,0.0,0.0,0.8,1,0,90,0,0,0,0,4,3,0,Alisson,Becker,3,0.0,0.0,-0.19999999999999996,2.0,0.0,0.0,0.0,0.0,0.6675000000000002,0.5,0.0,45.0,0.0,0.0,0.0,0.0,1.75,1.5,0.0,3.25,0.0,0.0,0.1675000000000001,2.0
33,0,0,0.0,0.0,1.09,2,0,90,0,0,0,0,4,2,0,Alisson,Becker,3,0.0,0.0,-0.9099999999999999,3.0,0.0,0.0,0.0,0.0,0.9400000000000002,1.0,0.0,67.5,0.0,0.0,0.0,0.0,2.75,2.0,0.0,3.5,0.0,0.0,-0.05999999999999989,2.75
34,0,0,0.0,0.0,0.7,2,0,90,0,0,0,0,6,3,0,Alisson,Becker,4,0.0,0.0,-1.3,2.0,0.0,0.0,0.0,0.0,1.1150000000000002,1.5,0.0,90.0,0.0,0.0,0.0,0.0,4.25,2.75,0.0,3.5,0.0,0.0,-0.3849999999999999,2.5
35,0,0,0.0,0.0,1.16,2,0,90,0,0,0,0,4,2,0,Alisson,Becker,5,0.0,0.0,-0.8400000000000001,1.0,0.0,0.0,0.0,0.0,0.9375000000000001,1.75,0.0,90.0,0.0,0.0,0.0,0.0,4.5,2.5,0.0,3.75,0.0,0.0,-0.8125,2.0
36,0,0,0.0,0.0,3.36,3,0,90,0,0,0,0,2,1,0,Alisson,Becker,5,0.0,0.0,0.3599999999999999,6.0,0.0,0.0,0.0,0.0,1.5775000000000001,2.25,0.0,90.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.25,0.0,0.0,-0.6724999999999999,3.0
37,0,1,0.0,0.0,0.56,0,0,90,0,0,0,0,2,6,0,Alisson,Becker,3,0.0,0.0,0.56,,0.0,0.25,0.0,0.0,1.445,1.75,0.0,90.0,0.0,0.0,0.0,0.0,3.5,3.0,0.0,4.25,0.0,0.0,-0.305,3.0
0,0,0,0.0,0.0,1.37,1,0,90,0,0,0,0,4,3,0,Alphonse,Areola,3,0.0,0.0,0.3700000000000001,10.0,0.0,0.0,0.0,0.0,1.37,1.0,0.0,90.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.3700000000000001,10.0
1,0,0,0.0,0.0,2.45,1,0,90,0,0,1,0,3,10,0,Alphonse,Areola,4,0.0,0.0,1.4500000000000002,5.0,0.0,0.0,0.0,0.0,1.9100000000000001,1.0,0.0,90.0,0.0,0.0,0.5,0.0,3.5,6.5,0.0,3.5,0.0,0.0,0.9100000000000001,7.5
2,0,0,0.0,0.0,1.52,1,0,90,0,0,0,0,9,5,0,Alphonse,Areola,3,0.0,0.0,0.52,2.0,0.0,0.0,0.0,0.0,1.78,1.0,0.0,90.0,0.0,0.0,0.3333333333333333,0.0,5.333333333333333,6.0,0.0,3.3333333333333335,0.0,0.0,0.7800000000000001,5.666666666666667
3,0,0,0.0,0.0,1.43,1,0,90,0,0,0,0,0,2,0,Alphonse,Areola,2,0.0,0.0,0.42999999999999994,4.0,0.0,0.0,0.0,0.0,1.6925000000000001,1.0,0.0,90.0,0.0,0.0,0.25,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.6925000000000001,5.25
4,0,0,0.0,0.0,3.63,3,0,90,0,0,0,0,10,4,0,Alphonse,Areola,5,0.0,0.0,0.6299999999999999,2.0,0.0,0.0,0.0,0.0,2.2575000000000003,1.5,0.0,90.0,0.0,0.0,0.25,0.0,5.5,5.25,0.0,3.5,0.0,0.0,0.7575000000000001,3.25
5,0,0,0.0,0.0,3.06,3,0,90,0,0,0,0,4,2,0,Alphonse,Areola,5,0.0,0.0,0.06000000000000005,6.0,0.0,0.0,0.0,0.0,2.41,2.0,0.0,90.0,0.0,0.0,0.0,0.0,5.75,3.25,0.0,3.75,0.0,0.0,0.41,3.5
6,0,1,0.0,0.0,1.07,0,0,90,0,0,0,0,2,6,0,Alphonse,Areola,2,0.0,0.0,1.07,1.0,0.0,0.25,0.0,0.0,2.2975000000000003,1.75,0.0,90.0,0.0,0.0,0.0,0.0,4.0,3.5,0.0,3.5,0.0,0.0,0.5475,3.25
7,0,0,0.0,0.0,1.95,2,0,90,0,0,0,0,1,1,0,Alphonse,Areola,4,0.0,0.0,-0.050000000000000044,1.0,0.0,0.25,0.0,0.0,2.4275,2.0,0.0,90.0,0.0,0.0,0.0,0.0,4.25,3.25,0.0,4.0,0.0,0.0,0.4275,2.5
8,0,0,0.0,0.0,2.02,4,0,90,0,0,0,0,3,1,0,Alphonse,Areola,5,0.0,0.0,-1.98,3.0,0.0,0.25,0.0,0.0,2.025,2.25,0.0,90.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,4.0,0.0,0.0,-0.22499999999999998,2.75
9,0,0,0.0,0.0,0.82,1,0,90,0,0,0,0,3,3,0,Alphonse,Areola,3,0.0,0.0,-0.18000000000000005,1.0,0.0,0.25,0.0,0.0,1.4649999999999999,1.75,0.0,90.0,0.0,0.0,0.0,0.0,2.25,2.75,0.0,3.5,0.0,0.0,-0.28500000000000003,1.5
10,0,0,0.0,0.0,1.4,3,0,90,0,0,0,0,2,1,0,Alphonse,Areola,2,0.0,0.0,-1.6,2.0,0.0,0.0,0.0,0.0,1.5474999999999999,2.5,0.0,90.0,0.0,0.0,0.0,0.0,2.25,1.5,0.0,3.5,0.0,0.0,-0.9525,1.75
11,0,0,0.0,0.0,1.68,2,0,90,0,0,0,0,3,2,0,Alphonse,Areola,2,0.0,0.0,-0.32000000000000006,3.0,0.0,0.0,0.0,0.0,1.48,2.5,0.0,90.0,0.0,0.0,0.0,0.0,2.75,1.75,0.0,3.0,0.0,0.0,-1.02,2.25
12,0,0,0.0,0.0,1.27,1,0,90,0,0,0,0,4,3,0,Alphonse,Areola,2,0.0,0.0,0.27,2.0,0.0,0.0,0.0,0.0,1.2925,1.75,0.0,90.0,0.0,0.0,0.0,0.0,3.0,2.25,0.0,2.25,0.0,0.0,-0.4575000000000001,2.0
13,0,0,0.0,0.0,0.88,1,0,90,0,0,0,0,1,2,0,Alphonse,Areola,4,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,1.3074999999999999,1.75,0.0,90.0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,2.5,0.0,0.0,-0.4425000000000001,1.75
14,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alphonse,Areola,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575,1.0,0.0,67.5,0.0,0.0,0.0,0.0,2.0,1.75,0.0,3.25,0.0,0.0,-0.042500000000000066,1.25
15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alphonse,Areola,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5375000000000001,0.5,0.0,45.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,3.5,0.0,0.0,0.03749999999999995,0.5
16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alphonse,Areola,3,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.22,0.25,0.0,22.5,0.0,0.0,0.0,0.0,0.25,0.5,0.0,3.75,0.0,0.0,-0.030000000000000054,2.0
17,0,1,0.0,0.0,0.91,0,0,90,0,0,0,0,3,8,0,Alphonse,Areola,4,0.0,0.0,0.91,10.0,0.0,0.25,0.0,0.0,0.2275,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.75,2.0,0.0,3.75,0.0,0.0,0.22749999999999995,4.5
18,0,1,0.0,0.0,2.68,0,0,90,0,0,0,0,8,10,0,Alphonse,Areola,5,0.0,0.0,2.68,11.0,0.0,0.5,0.0,0.0,0.8975000000000001,0.0,0.0,45.0,0.0,0.0,0.0,0.0,2.75,4.5,0.0,3.75,0.0,0.0,0.8975,7.25
19,0,1,0.0,0.0,2.48,0,0,90,0,0,0,0,8,11,0,Alphonse,Areola,3,0.0,0.0,2.48,3.0,0.0,0.75,0.0,0.0,1.5175,0.0,0.0,67.5,0.0,0.0,0.0,0.0,4.75,7.25,0.0,3.75,0.0,0.0,1.5175,8.0
20,0,0,0.0,0.0,1.44,1,0,90,0,0,0,0,4,3,0,Alphonse,Areola,2,0.0,0.0,0.43999999999999995,3.0,0.0,0.75,0.0,0.0,1.8775,0.25,0.0,90.0,0.0,0.0,0.0,0.0,5.75,8.0,0.0,3.5,0.0,0.0,1.6275,6.75
21,0,0,0.0,0.0,1.17,1,0,90,0,0,0,0,3,3,0,Alphonse,Areola,3,0.0,0.0,0.16999999999999993,1.0,0.0,0.5,0.0,0.0,1.9425,0.5,0.0,90.0,0.0,0.0,0.0,0.0,5.75,6.75,0.0,3.25,0.0,0.0,1.4425,4.5
22,0,0,0.0,0.0,0.16,1,0,45,0,0,0,0,2,1,0,Alphonse,Areola,4,0.0,0.0,-0.84,0.0,0.0,0.25,0.0,0.0,1.3125,0.75,0.0,78.75,0.0,0.0,0.0,0.0,4.25,4.5,0.0,3.0,0.0,0.0,0.5624999999999999,1.75
23,0,0,0.0,0.0,3.66,6,0,90,0,0,0,0,6,0,1,Alphonse,Areola,5,0.0,0.0,-2.34,3.0,0.0,0.0,0.0,0.0,1.6075,2.25,0.0,78.75,0.0,0.0,0.0,0.0,3.75,1.75,0.25,3.5,0.0,0.0,-0.6425000000000001,1.75
24,0,0,0.0,0.0,2.79,2,0,90,0,0,0,0,6,3,0,Alphonse,Areola,2,0.0,0.0,0.79,2.0,0.0,0.0,0.0,0.0,1.9450000000000003,2.5,0.0,78.75,0.0,0.0,0.0,0.0,4.25,1.75,0.25,3.5,0.0,0.0,-0.555,1.5
25,0,0,0.0,0.0,1.12,2,0,90,0,0,0,0,5,2,0,Alphonse,Areola,2,0.0,0.0,-0.8799999999999999,13.0,0.0,0.0,0.0,0.0,1.9325,2.75,0.0,78.75,0.0,0.0,0.0,0.0,4.75,1.5,0.25,3.25,0.0,0.0,-0.8175,4.5
26,0,0,0.0,0.0,2.73,1,0,90,0,0,1,0,9,13,0,Alphonse,Areola,3,0.0,0.0,1.73,2.0,0.0,0.0,0.0,0.0,2.575,2.75,0.0,90.0,0.0,0.0,0.25,0.0,6.5,4.5,0.25,3.0,0.0,0.0,-0.17500000000000004,5.0
27,0,0,0.0,0.0,0.65,2,0,90,0,0,0,0,3,2,0,Alphonse,Areola,2,0.0,0.0,-1.35,3.0,0.0,0.0,0.0,0.0,1.8225000000000002,1.75,0.0,90.0,0.0,0.0,0.25,0.0,5.75,5.0,0.0,2.25,0.0,0.0,0.0724999999999999,5.0
28,0,0,0.0,0.0,0.63,1,0,90,0,0,0,0,4,3,0,Alphonse,Areola,5,0.0,0.0,-0.37,2.0,0.0,0.0,0.0,0.0,1.2825,1.5,0.0,90.0,0.0,0.0,0.25,0.0,5.25,5.0,0.0,3.0,0.0,0.0,-0.2175000000000001,5.0
29,0,0,0.0,0.0,1.44,1,0,45,0,0,0,0,3,2,0,Alphonse,Areola,4,0.0,0.0,0.43999999999999995,0.0,0.0,0.0,0.0,0.0,1.3624999999999998,1.25,0.0,78.75,0.0,0.0,0.25,0.0,4.75,5.0,0.0,3.5,0.0,0.0,0.11249999999999985,1.75
30,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alphonse,Areola,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,1.0,0.0,56.25,0.0,0.0,0.0,0.0,2.5,1.75,0.0,4.0,0.0,0.0,-0.3200000000000002,1.25
31,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alphonse,Areola,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5175000000000001,0.5,0.0,33.75,0.0,0.0,0.0,0.0,1.75,1.25,0.0,4.25,0.0,0.0,0.01749999999999985,0.5
32,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alphonse,Areola,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.25,0.0,11.25,0.0,0.0,0.0,0.0,0.75,0.5,0.0,3.75,0.0,0.0,0.10999999999999985,0.0
33,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Alphonse,Areola,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.25
34,0,0,0.0,0.0,1.75,2,0,90,1,0,0,0,7,1,0,Alphonse,Areola,5,0.0,0.0,-0.25,3.0,0.0,0.0,0.0,0.0,0.4375,0.5,0.0,22.5,0.25,0.0,0.0,0.0,1.75,0.25,0.0,3.75,0.0,0.0,-0.06250000000000014,1.0
35,0,0,0.0,0.0,4.13,5,0,90,0,0,0,0,9,3,0,Alphonse,Areola,4,0.0,0.0,-0.8700000000000001,2.0,0.0,0.0,0.0,0.0,1.47,1.75,0.0,45.0,0.25,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,-0.28000000000000014,1.5
36,0,0,0.0,0.0,0.42,1,0,90,0,0,0,0,0,2,0,Alphonse,Areola,2,0.0,0.0,-0.5800000000000001,4.0,0.0,0.0,0.0,0.0,1.575,2.0,0.0,67.5,0.25,0.0,0.0,0.0,4.0,1.5,0.0,3.75,0.0,0.0,-0.42500000000000016,2.5
37,0,0,0.0,0.0,2.01,3,0,90,0,0,0,0,9,4,0,Alphonse,Areola,5,0.0,0.0,-0.9900000000000002,,0.0,0.0,0.0,0.0,2.0774999999999997,2.75,0.0,90.0,0.25,0.0,0.0,0.0,6.25,2.5,0.0,4.0,0.0,0.0,-0.6725000000000002,3.0
0,0,1,0.0,0.0,2.27,0,0,90,0,0,0,0,6,9,0,Andre,Onana,3,0.0,0.0,2.27,2.0,0.0,1.0,0.0,0.0,2.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,3.0,0.0,0.0,2.27,2.0
1,0,0,0.0,0.0,1.8,2,0,90,0,0,0,0,5,2,0,Andre,Onana,5,0.0,0.0,-0.19999999999999996,0.0,0.0,0.5,0.0,0.0,2.035,1.0,0.0,90.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,4.0,0.0,0.0,1.0350000000000001,1.0
2,0,0,0.0,0.0,1.24,2,0,90,0,0,0,0,2,0,1,Andre,Onana,2,0.0,0.0,-0.76,0.0,0.0,0.3333333333333333,0.0,0.0,1.7700000000000002,1.3333333333333333,0.0,90.0,0.0,0.0,0.0,0.0,4.333333333333333,3.6666666666666665,0.3333333333333333,3.3333333333333335,0.0,0.0,0.4366666666666667,0.6666666666666666
3,0,0,0.0,0.0,2.27,3,0,90,0,0,0,0,2,0,1,Andre,Onana,5,0.0,0.0,-0.73,2.0,0.0,0.25,0.0,0.0,1.895,1.75,0.0,90.0,0.0,0.0,0.0,0.0,3.75,2.75,0.5,3.75,0.0,0.0,0.14500000000000002,1.0
4,0,0,0.0,0.0,1.89,3,0,90,0,0,0,0,5,2,0,Andre,Onana,3,0.0,0.0,-1.11,7.0,0.0,0.0,0.0,0.0,1.8,2.5,0.0,90.0,0.0,0.0,0.0,0.0,3.5,1.0,0.5,3.75,0.0,0.0,-0.7,2.25
5,0,1,0.0,0.0,1.12,0,0,90,0,0,0,0,4,7,0,Andre,Onana,2,0.0,0.0,1.12,2.0,0.0,0.25,0.0,0.0,1.63,2.0,0.0,90.0,0.0,0.0,0.0,0.0,3.25,2.25,0.5,3.0,0.0,0.0,-0.36999999999999994,2.75
6,0,0,0.0,0.0,0.81,1,0,90,0,0,0,0,1,2,0,Andre,Onana,4,0.0,0.0,-0.18999999999999995,2.0,0.0,0.25,0.0,0.0,1.5225,1.75,0.0,90.0,0.0,0.0,0.0,0.0,3.0,2.75,0.25,3.5,0.0,0.0,-0.22749999999999998,3.25
7,0,0,0.01,0.0,0.95,1,0,90,0,0,0,0,2,2,0,Andre,Onana,2,0.0,-0.01,-0.050000000000000044,3.0,0.0,0.25,0.0025,0.0,1.1925,1.25,0.0,90.0,0.0,0.0,0.0,0.0,3.0,3.25,0.0,2.75,0.0,-0.0025,-0.057499999999999996,3.5
8,0,0,0.0,0.0,1.38,1,0,90,0,0,0,0,5,3,0,Andre,Onana,2,0.0,0.0,0.3799999999999999,2.0,0.0,0.25,0.0025,0.0,1.065,0.75,0.0,90.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,2.5,0.0,-0.0025,0.315,2.25
9,0,0,0.0,0.0,3.94,3,0,90,0,0,0,0,7,2,1,Andre,Onana,5,0.0,0.0,0.94,6.0,0.0,0.0,0.0025,0.0,1.77,1.5,0.0,90.0,0.0,0.0,0.0,0.0,3.75,2.25,0.25,3.25,0.0,-0.0025,0.26999999999999996,3.25
10,0,1,0.0,0.0,1.01,0,0,90,0,0,0,0,2,6,0,Andre,Onana,3,0.0,0.0,1.01,8.0,0.0,0.25,0.0025,0.0,1.8199999999999998,1.25,0.0,90.0,0.0,0.0,0.0,0.0,4.0,3.25,0.25,3.0,0.0,-0.0025,0.57,4.75
11,0,1,0.0,0.0,0.42,0,0,90,0,0,0,0,4,8,0,Andre,Onana,2,0.0,0.0,0.42,9.0,0.0,0.5,0.0,0.0,1.6875,1.0,0.0,90.0,0.0,0.0,0.0,0.0,4.5,4.75,0.25,3.0,0.0,0.0,0.6875,6.25
